text,label
博君一肖王一博与肖战作为深受大众喜爱的艺人，始终以身作则，将引导粉丝向上向善视为己任。他们多次公开倡导理性追星，呼吁大家在任何场合都应保持基本的礼貌与秩序，将关注点回归到作品与舞台本身。他们的粉丝群体百香果也积极响应号召，共同致力于抵制非理性的争斗,0
博君一肖王一博肖战作为顶流演员，有很多精彩作品。王一博在电影领域持续发力，主演无名热烈获金鸡、华表等重要奖项提名，电视剧追风者也极力破圈。肖战在电视剧领域产出多部作品，不仅有王牌部队梦中的那片海等上星正剧，藏海传更爆火全球，宣扬优秀传统文化，表现出色。...全文,0
王一博与肖战作为深受大众喜爱的艺人，始终以身作则，将引导粉丝向上向善视为己任。他们多次公开倡导理性追星，呼吁大家在任何场合都应保持基本的礼貌与秩序，将关注点回归到作品与舞台本身。他们的粉丝群体百香果也积极响应号召，共同致力于抵制非理性的争斗,0
博君一肖王一博与肖战作为深受大众喜爱的艺人，始终以身作则，将引导粉丝向上向善视为己任。他们多次公开倡导理性追星，呼吁大家在任何场合都应保持基本的礼貌与秩序，将关注点回归到作品与舞台本身。他们的粉丝群体百香果也积极响应号召，共同致力于抵制非理性的争斗,0
博君一肖王一博与肖战作为深受大众喜爱的艺人，始终以身作则，将引导粉丝向上向善视为己任。他们多次公开倡导理性追星，呼吁大家在任何场合都应保持基本的礼貌与秩序，将关注点回归到作品与舞台本身。他们的粉丝群体百香果也积极响应号召，共同致力于抵制非理性的争斗,0
好会分析总结，表演也越来越得心应手，一看才出道两年多。于适真未来可期,0
于适真的是个好演员，特别会用细节塑造人物，通过竖的各种小表情和动作呈现竖一点点增加的人情味，把竖塑造的有血有肉，有成长弧光，特别生动可爱于适镖人路演于适竖,0
电影镖人怎么于适总能演出角色破壁感他特别会演，能精准表现出角色当时的状态,0
于适对角色真的吃透了。,0
怎么于适总能演出角色破壁感,0
小破站好多评论说没看之前担心竖被演成冰块脸，加上那一头的直发，但是进了影院完全被于适惊艳到了！不管是表演上还是造型上为什么呢？因为于适作为演员他有脑子会思考，会真正走进这个角色！没错！就是这么简单！没有说某些演员有脑子的意思,0
长这么帅还这么会思考会演戏,0
电影镖人怎么于适总能演出角色破壁感他特别会演，能精准表现出角色当时的状态于适镖人于适竖,0
为什么不强调运动员辛苦，也欢迎大家了解这些运动员很辛苦。但夸观赏性很重要啊，这个表演就是娱乐性质，很专业的体育娱乐。,2
女仆装咋了，你以为男的不能穿吗,2
呜呜还有wwe的雷亚里普利，压制感的最佳,0
机核网上有专门讲美国摔角，那叫一个花样百出啊,0
这种就是尽量把漫画内容真实表演出来，其实很有技巧的,0
老巴蒂为了视觉效果打药打成啥了，轻飘飘一句rsq给否定完了,1
还有只能看男人色不能看女人色，实在有点双标了。,1
你是不是收花珊珊的钱了？天天营销她,1
任何人答应你的事情都不做数。大明1566嘉庆我没记错的话是这句话。宝宝微博最后一句跟这句的镜像版,2
所以，相比于高薪入职50个年薪左右，体制内更好吗,2
王侯将相宁有种乎，要么靠紧印成为规则里的一部分，要么自己去制定自己的规则,0
无论男女，印都是生存与发展的根本依托。印在这里既是制度与平台的背书，也是个人在天地之间立足的护持力。传统观念常把印与男性绑在一起，认为男性才需要靠印求财、争权，但从现实看，女性同样在印下谋生体制内的岗位、稳定的组织、可靠的社会网络，都是印的具体形态。没有印，话语权弱，资源稀缺...全文,2
很多人就是不认为王侯将相宁有种乎所以才,2
博主有时间可以谈谈什么饰品增加女性魅力吗翻之前的文，看到了手链排手表后面，项链可以买saosao的长的,2
更新肝王这一块.艾西没服过谁,2
艾西宝宝快乐冲浪，祝福你在赛博世界外也快乐,0
中国这个体量最适合王侯将相宁有种乎的人一跃而出，不像小地方特别喜欢拿出身说事,0
6月份吧何必8月份,2
18pm要出粉色了？,2
加油加油加加油！！！,0
老几：卡，拿来吧你,2
军号想要老吉：军号得到,2
表扬有良父母又生又养牛逼克拉斯,0
肯定是老爸买单,2
想说的话太多太多编辑了一遍又一遍希望这是最终版本,2
你也想去阿勒泰玩吗,2
有参考文献吗,2
有参考文献吗,2
以前不理解为什么那么贵，直到上次看到同事的成品，真的不一样,0
现在的小手办好可爱,0
星星人好可爱耶嘟嘟嘟,0
可可爱爱的,0
好可爱呀这些小玩意,0
我家里也有几个之前买的盲盒，现在不买了,2
又来了炒作够了,1
产品要爆火其实很简单少量发布自己买断再买个热搜这不就爆火了吗,2
创作枯竭了这是,1
真的很有创意，还有领，开心,0
到底是谁在买,2
自己炒作而已老套路了,1
这又是哪位要洗钱了,1
没必要炒了吧,2
泡泡玛特电子木鱼爆火还是觉得不如拉布布和星星人，毕奇本来就不是大热ip,2
我懂你的意思，这种为了文案而文案的感觉确实很油腻。这可能是因为他们急于把潮玩从单纯的玩具拔高到精神价值，结果用力过猛，反而显得矫情了。,1
加上散买的早就破亿了！,0
讲真一个十二月我都不敢算我买了多少到现在我还在算糊涂账糊弄我自己告诉我说我就买了几个娃而已有啥的可实际上,2
商顶就是这样,2
不是官宣日无直播纯散买太牛了吧,0
单单去看一个平台的销量就很吓人了,1
但不怎么见品牌有很多地广,2
但是兔闪闪真的超可爱超可爱的啊,0
田栩宁商业价值有,2
田栩宁商顶实至名归,0
田栩宁商业价值真高，带货能力真强，31号半亩花田新商务尽情期待呀,0
没有买过呢,2
哈哈哈哈哈哈哈哈,0
这玩意儿太疯狂了，不会帮衬的,1
跌了这么多,1
上海新年游玩地点推荐，体验传统与现代的美丽交融,0
哇噻！新年打卡新玩法，这行程安排赞炸新潮流,0
评论建议可选：,2
从古韵到潮趣，上海的新春玩法太赞！,0
新年新春，灯会初上，氛围喜庆，华美绚丽,0
新年约起来吧享受灯海、泡泡玛特给你带来的快乐,0
好壮观，好开心期待明年再来豫园灯会,0
新年第一场Citywalk，古今交融，心情愉悦,0
这次活动真不错，融合传统与现代，值得去体验！,0
好美丽的灯光，让我忍不住想起了小时候的童话世界,0
排名第九啊，可以。,0
真好看，真漂亮。,0
你这搭配真的好啊！真好看,0
这波是高端局，坐等看好戏！,0
有本事售价11.23震撼全场,0
峰峻马特强势来袭,0
zhabubu来了,2
是zhabubu,2
mibaobao,2
laozhazha来了,2
定价不许比玛特贵,2
TNT级选手已就位,2
这个时代少年团好牛,0
不搞个蝴蝶酥总部吗？,2
全员都用筷子,2
我看过一个分析。在欧美你不会用筷子，代表你阶层低，日常不是全球化的饮食。,2
坐等炒作娃娃里面有芯片存在安全隐患,1
光个使馆地皮就卡了这么久，对英国不要抱任何指望。将来有的是亏吃,1
大家好，请经常看看我的这个微博,2
设在唐宁街9号,2
中国得到了什么英国人表演的全员拿筷子吗,1
你单独把泡泡玛特拿出来说，显得斯塔默好无能。,1
泡泡玛特电子木鱼,2
期待好运泡泡玛特电子木鱼,0
泡泡玛特电子木鱼,2
柳大大，BTC不分享了嘛,2
老师1月1号微博，书中关于单锯齿的问答部分，问题2中说B浪超过a浪的0.86倍，则倾向否定单锯齿假设。问题3中，又说b浪回撤大于a浪的0.786倍，则它一定不是单锯齿。请问到底是0.86倍还是0.786倍?,2
目标价多少,2
3浪會很強嗎,2
披萨不分析了吗,2
我以为只有散户才看新闻炒股,2
我还买了一个,2
今天的馒头怎么看不见了,2
不会办别办肖战位置呢？？？,1
我寻思是诈mimi呢，怎么那么会诈,1
不会办就别办，草台班子，纵容别人作妖是吧？,1
阿姨要点脸，能把我孩子座位还回来吗,1
现场的肖战粉丝花了门票钱机酒钱是去看肖战的，现在因为有人抢座位无法落座，你不处理现场粉丝看不到人的损失你赔偿？,1
请归还无辜受牵连的肖战位置谢谢,2
退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！,1
卖票还不作为！有没有秩序！支持现场粉丝喊还钱！,1
莫名其妙撕别人座位名牌的你不管是吧,1
退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！退票！,1
可爱！我是指博主,0
好可爱！啊哈哈哈好奇这个蜡烛下面的小的拉布布是什么样的到时候出来可以发我看看吗,0
拉布布和泡泡玛特有啥关系,2
拉布布丑萌丑萌的,0
泡泡玛特确实可爱,0
现在确实没之前火了,1
了解了看后续,2
成为爆款不易,2
我都好久没看见这个了,2
最近都没买这个物件,2
这个热了好一阵子，现在还有很多人喜欢。,0
拉布布还是有它可爱的地方的,0
抽盒是这样的，我已经连续五六个散盒没拿到想要的了,1
毛毛虫变蝴蝶，钱包先飞了,2
绿兔宝宝：终于等到你，我的春天！,0
绿兔宝宝：终于等到你，我的春天！,0
短道意外太多,2
之前的优秀冰上运动员在赛事中受伤再加上退役就少了很多,1
雪花的是大銭钱,2
她发在ins是告诉全世界，自己代表中国的选择是正确的，阶段性的理想已经实现了。无比期待谷爱凌开启人生新的阶段，向着新的目标继续，她的人生有无限可能，天空只是起点,0
写的太好了小谷，真诚最打动人心，真看泪目了，这一路走来，十几年来的艰辛不易痛苦伤病，其中的种种只有小谷自己能真正的体会，没人能替她分担但她到现在还是那个为了梦想的纯粹的小女孩，感谢小谷还在役，我来晚了，但是没关系会陪她走到更远的未来！爱凌你真的好棒！,0
她说她很感激代表美国队的那个赛季并且仍然与美国队的队员保持紧密联系的那段没翻译过来,2
最纯粹的目标和信念人生没有极限你可以永远敢想敢做做第一个相信自己的人,0
上一段落完美结束，期待小谷迎来更加精彩的新篇章！,0
是在告别阿尔卑斯吗,2
不忘初心，方得始终砥砺前行，牢记使命！,0
顶级人类，顶级中国女人，人类能拥有她真的是人类的福气,0
爱凌一直是知行合一的，总结自己的第二次奥运之旅，初心未改，虽远不怠。回头看所有走过的路，坚持的选择，来路无悔。挺感人挺好哭的,0
好真诚，泪目,0
我觉得最大的进步就是允许一个染发打耳钉的年轻人现在央视的镜头前,0
说的太真实了，没有切身实践，很难说得出这种感受,0
那时候很年轻，一下子梦想成真，有过一段时期迷茫现在的心态更成熟这个项目越来越卷，他的目标也不止于眼前,2
一个需要长期付出的目标实现了之后，满足感和空虚感常常会一起出现。,2
点赞苏翊鸣，越是优秀的人越努力,0
自我认知清醒，太多人做不到了,0
先好好休息放松调整，再定下一个目标,2
机会是留给有准备的人的,0
杯子也是有好的归宿了,0
哈哈哈哈，鲤鱼刷了一波好感,0
送？？？太大方了吧！,0
小姨想问一下丸子啥时候再上开学了急需补货,2
什么样的？,2
鲤鱼有眼光,0
收到这个礼物的朋友应该也很幸福啊！,0
这是官方账号能干出来的事儿，这么low,1
这个嘲讽没用，我们又不是很在乎这些,2
这题我会，老外不在乎金牌,2
对中国已经嫉妒恨到心理扭曲了...,1
以后这图可以用来打脸那些说老外不用在乎金牌的人，挺好,0
老钟都婉拒了下两届奥运会的承办权了，他们居然还拿这个来赢,1
就这样美国队也不是金牌榜第一啊,2
哮喘病人论数量排前面丢人不好吗,1
标全的话就是小黄人日本压在加拿大头上了，不利于赢,1
现在国人看到这些一点应激都不会有，反而是在印证美国人特别在乎金牌,2
有人说过谷爱凌的因果啊，评的很透彻。,2
就是教养好,0
博主一句话车轱辘重复三四遍,1
毕竟受过中式教育，有教养有文化，不是美国那种不识字的体育生,0
你tm真会舔,1
中国优秀青年楷模，爱了爱了，大爱了,0
内心强大收放自如,0
我们葱桶呀，永远让我泪目,0
02:15但是真的很少见小隋这个表情肯定好痛吧真的辛苦了,2
心迪：大事儿我定，家里没大事儿,2
我也不能说太幸福，怕别人嫉妒,2
加油，一起并肩前行,0
大事儿我定主持人秒懂知道你俩谁说了算了哈哈哈哈哈哈因为没讲完的后半句没大事儿恩爱的桃心夫妇继续携手下一个职业梦想,0
请一直幸福下去，携手2030再创辉煌,0
这对金牌夫妇太励志了！计划六战冬奥，徐梦桃40岁参赛的梦想很酷，丈夫王心迪的支持更是满满的爱与尊重。祝福他们！,0
这样的夫妻才是真正的并肩前行，我看好他俩，闪耀阿尔卑斯，祝福,0
我的答案是全选谷爱凌,2
宝宝，你居然自己发微博，真好,0
宝宝，这次不用编辑10次了吧，爱你,0
这个叫什么名字,2
我选你，我的脑汗我的心都选你,0
管他什么选择题我都选你,0
叽里呱啦说啥呢都选你,2
太可爱了，如果有多一项，我想选择爱凌,0
苏翊鸣挺有魅力，表达很好，状态3放松的坎坷而谈，并且染黄发、戴首饰，一般国内别说普通人，就是艺人男明都很难驾驭，这他身上却看着比较舒服，真是跟气质有关，哈哈哈,0
桑切斯真回炉了,2
这签是方便大家观看,2
今年的西装裤可别那么短了,2
非常好一切都是最好的安排,0
成成加油期待你成为更优秀的自己,0
很棒！！！加油！！！,0
这一路上遇到的都是很好很好的人好好照顾自己！,0
感恩的小伙,0
懂得感恩的小伙子最帅啦,0
你真的很棒很棒小飞侠他们也都是顶好的人,0
备战比赛的同时要注意身体，好好吃饭，不要受伤！,0
宝宝加油啊，要注意身体,0
年纪大打2年又养老了,2
年龄太大了，,2
明年29岁了，跟当年卡塞米罗加盟一样年龄了。,2
纽卡未进欧战会怎样？,2
还是很漂亮的哦,0
她是真的不怕,2
非常的漂亮特别的有气质,0
谷爱凌好拼啊,0
原来这样子啊，应该不怕,2
漂发确实需要勇气，不过为了混血感也是拼了！不过大家还是要注意保护头发哦，毕竟健康最重要！,0
才知道谷爱凌是黑发,2
原来谷爱凌为了保持混血感，这么多年一直在漂发啊,2
我们都记得，不会忘记的,2
好的，谢谢！没有留言额度了！哈哈哈哈哈哈哈哈哈,0
我们都记得，不会忘记的,2
快点把清雨Tpor这个人封了吧，借着bilibili公然作案，你还留着，舆论多大了,1
居然拿两个女孩子来攻击谢娜张杰，人家一句话就回击了，两女孩也比打胎男好。这种人真的非常非常LOW,1
户口这事甚至是最简单的,2
人想要龙凤胎最起码也是自己生的没代孕,2
low得令人震惊,1
绕这么一圈下来只对薛之谦观感越来越差，自己不敢正面回应，只敢让周围的人一个个冒出来回应，真比不上张杰谢娜他俩直接自己回应呢,1
而且生俩个女儿也拿来攻击好没品啊、不管当初用了什么方法只要不是代孕其他的算什么事啊，后不后悔的人家女儿照样当宝爱啊。,1
好可怕出口成章,2
想攻击别人结果暴露自己重男轻女和地域歧视，就这么把屁股露出来,1
哈哈哈哈哈哈，真的户口这个,0
挖苦别人土包子不是上海人，只会让人觉得傲慢又无礼,1
创造历史！！为你骄傲！！,0
安踏会继续陪小谷一起加油迈向新目标,0
啊啊啊啊啊啊啊啊啊啊啊小爱怎么又到新加坡了,2
宝宝，赶紧编辑一下，是敢上场,2
爱凌No.1,0
最强战绩有,2
我的朋友你是最棒的冰雪女王,0
永远为你骄傲！！永远在你身后！！！我们一起加油！！！,0
小宝你特别特别棒！我们会一起支持你的,0
小谷太棒啦！一起加油马上牛！,0
又是以安踏御雪战甲收尾、能量满满的一天！,0
可爱日常爱看多发,0
好喜欢这样的日常爱凌也太酷啦！！！LetsGooooi想吃西红柿打卤面了,0
爱凌加油！比赛顺利！玩的开心,0
姐姐多拍vlog我很爱看嘿嘿嘿,0
爱凌辛苦啦,0
宝宝比赛加油,0
活力满满又充实的一天在刷牙的巨人谷哈哈哈哈吃上了米饭,0
老房子动迁搞起来，私人飞机私人游艇买起来！,0
过于优秀于是引发了部分自卑bro的嫉妒心,1
我都无法想象如果谷爱凌是个男人的话能被女人追捧成啥样家境优越的混血帅哥天才运动员奥运冠军斯坦福全A商业价值满分,0
bro只会幻想要是谷爱凌追他，他会怎么办,2
看到他们这么恨，不得不说真的爽啊,0
Bro们都恨死了,1
她梦女很多啊请搜索：九亿少女的梦,2
男的的喜欢如同狗腚,1
bro只会妒忌诋毁她,1
她现在也有很多梦女,2
男人的喜欢是什么好东西吗,1
她连哭都很认真，要哭就选一个适合的场合，连续哭5分钟，把情绪认认真真发泄出来,2
我们不必成为顶级运动员，但可以学会：让努力，变成一种不内耗、可循环的状态。不把人生押在一件事上，也不被杂事撕碎。专注当下，就是最高级的省力。,0
专注力太重要了，我们当初学同传的时候，老师反复说得最多的一点，就是千万不要焦虑不要怕翻不出怎么办，而是尽力学会将100的脑力都用在口译本身上，摈弃一切的担心与分神。真的是至今受用的建议,0
大概就是顶级运动员的品质,0
有启发而且最新一期章泽天专访，里面登珠峰的女嘉宾Ada也是这样的专注力，非常强的专注力,0
确实很受用，拿自己的体验来说，心烦意乱的时候在家看书都看不进去，但切换了物理环境，去一个人少安静地咖啡馆，很容易进入深度阅读，一下子50页100页读下来都不会累，而且很享受，有种感受到心流的状态。,0
我也想，可眼下工作就不允许自己单线程思考以及没有真正下班的时间,1
这就像是25分钟番茄钟法的plus版,2
就是这一段的切片让我更加喜欢她，和她们母女的相处方式了，我很不喜欢你哭有什么用，即使是TJ在崩溃无助的时候也是需要哭一哭的，哭完接着做事就好了，她们让我看到这甚至可以当成计划一起讨论的：啥时候哭，啥时候做事，怎么都不耽误。,0
野心和欲望可能只是和他们已有的不同，改成了开疆拓土和颠覆规则，重建一个让女人活得自在舒适宜居的乐土，哪怕没有真实国境线，心防能足够强悍也足够开阔、适时调节、攻防兼备、敢于冒险也是很好的事了。所以那些看着很大的话或许都是诚挚的期许。很喜欢她和妈妈的相处方式，交付后背的战友呢，真好,0
带着怀疑试了一下5分钟定时哭哭法，哭到2分开始艰难又把所有悲伤的事情想了一圈艰难哭到4分，觉得累的同时有点好笑，关掉了定时器，身体轻松体验不错,0
也很喜欢谷爱凌说的不要为了别人而调低自己的亮度,0
小谷真是个特别棒的女孩子,0
这句话很喜欢赢的手感,0
伊万卡特朗普,2
我们女网除了可可高芙外，我自己关注的还有万卓索娃大满贯冠军、柯林斯大满贯亚军、阿尼西莫娃世界前十关注了小谷捏，万卓和柯林斯应该是冬奥后关注的。男网goat德约不仅关注小谷，冬奥期间三次转发相关贴文。优秀的人就这样被全世界认可,0
泳坛也有，例如很有名的游泳届的天才少女夏天麦金托什，大小walsh也有点赞小谷真的很受欢迎，具有独特个人魅力,0
奉上一张截止到今天的小谷ig粉丝数截图,2
泰星Bella、Taew、ploy也关注小谷，mark也有点赞,0
排球圈也有,2
超模圈查看图片,2
还有超模贺聪,2
橄榄球历史goatTomBrad,2
娜塔莉波特曼，目前小谷还没有回关,2
时尚表现力好强啊，真的好适配。顺便苏新皓全球首穿七位数打底定制款满钻珠宝手镯，目前唯一受邀prada单人探店，三套pradalook，真真闪耀米兰了,0
时尚表现力好强啊，这套衣服真的好适配。顺便苏新皓全球首穿七位数打底定制款满钻珠宝手镯，目前唯一受邀prada单人探店，三套pradalook，真真闪耀米兰了,0
新生代顶流三奢一全能ACE闪耀米兰奢牌加冕，感谢Prada助力生日企划领头羊地位无可争辩26FW米兰时装周，期待先锋实验与少年风骨的再次相遇,0
时尚表现力好强啊，真的好适配。顺便苏新皓全球首穿七位数打底定制款满钻珠宝手镯，目前唯一受邀prada单人探店，三套pradalook，真真闪耀米兰了,0
苏新皓新生代顶流时尚王者奢牌心头好ELLEMEN切第1Prada米兰秀首穿酒红皮草主推款同款3h售空单破百万，红海独耀Prada的意式奢雅的舞台，即将迎来澄澈少年的高光时刻，期待解锁更多风格可能,0
ELLEMEN封面大唯一位队长ELLEMEN秒切第一带动PRADA晒單百萬米兰秀场唯一焦点！朱志鑫自带高光，高奢认证镜头偏爱颜值扛打实力说话,0
ELLEMEN封面大唯一位队长ELLEMEN秒切第一带动PRADA晒單百萬米兰秀场唯一焦点！朱志鑫自带高光，高奢认证镜头偏爱颜值扛打实力说话,0
锋芒耀米兰看ELLEMEN秒切第一人与高奢收割机定义新生代时尚完成度满分新生代顶流爱豆以少年气场解锁国际时尚新章真金白银商业价值碾压第一时尚的独特焦点期待顶级时尚表现力05后第一歌手的时尚表现,0
锋芒耀米兰看ELLEMEN秒切第一人与高奢收割机定义新生代时尚完成度满分新生代顶流爱豆以少年气场解锁国际时尚新章真金白银商业价值碾压第一时尚的独特焦点期待顶级时尚表现力05后第一歌手的时尚表现,0
此刻聚焦顶级时尚表现力的时尚宠儿此时关注新生代顶流爱豆的门面人气忙内以ELLEMEN秒切第一展示实力以粉丝单次PRADA晒單破百万站稳第一镜头拉近米兰一起欣赏天才脸蛋amp;完美身材的视觉盛宴,0
我的答案是全选谷爱凌,2
宝宝，你居然自己发微博，真好,0
宝宝，这次不用编辑10次了吧，爱你,0
这个叫什么名字,2
我选你，我的脑汗我的心都选你,0
管他什么选择题我都选你,0
叽里呱啦说啥呢都选你,2
太可爱了，如果有多一项，我想选择爱凌,0
这个启发有什么？不是又如何？制造普通人的焦虑,1
18岁的我和现在的我擦肩而过都会停下来赞美,0
没错！！这句话本质是：我有没有活成当年自己期待、欣赏、骄傲的模样？想必大多数人的答案都是积极的！它是自我肯定、自我接纳、自我嘉奖，不是攀比，不是审判，更不是PUA。同一句话，被自卑的人拿去内耗，就成了焦虑；被自爱的人拿去复盘，就成了力量。,0
由于我失忆过，对18岁印象有点模糊哎,2
我：不敢！哪儿有这种福气！,0
Yes！我成为了我喜欢的人！！我一定会很崇拜现在的我！,0
是的，我的脑袋越来越深邃迷人,0
普通渺小如我，但我确定我比自己那迷茫自恋又自卑的18岁，状态好太多了,0
18岁，是我成长的蜕变期。是第一次认识到有些事情没有人可以完全感同身受。丛林法则的弱肉强食，让我明白差不多就可以了是立足不了的。那个时候选秀新起，杨超越成了我的精神支柱，我也是从不被所有人看好的麻烦女孩、没实力花瓶女孩，到坚定不移的相信我配得获得我想要的。,0
我想到这个问题可以放到我的日复盘模版里，提醒自己每天都思考一遍这个问题,2
小谷也追星啊，咱就是说离大谱,2
显得们老登更土了,1
五登的荣幸,0
真是给踢欧屁蹭到了,1
我以为是那个top,2
原图在哪里,2
登们请给我一个准确的咖位,2
志鑫脸好小,2
这期节目太有干货了！自我驱动才是最燃的底气,0
爱凌的坚韧和热爱，真是激励人心！,0
双倍可爱暴击！教练的惊呼太真实了,0
真好看存一个,0
真的很喜欢这个壁纸啊,0
好简约的头像呀,0
喜欢最后一张拿走啦,0
这一波头像有点高级了,0
这头像真不错,0
这头像真的不错,0
真好看啊这壁纸,0
让男人见鬼去吧游戏入侵太好看了,0
成功女人背后是自己,2
宝宝好健康的美！,0
太好啦又是陪伴小谷的一天,0
宝贝又去打卡自己的广告牌啦！终于吃上饺子咯,0
终于吃上饺子了,0
爱凌好漂亮！！提前祝爱凌元宵节快乐,0
成功女人的背后离不开一个成功的自己,0
高精力凌帝,2
妈妈特别特别美呀元宵节快乐！,0
自信不是五官给的，是认知给的。如果你把自信建立在能力、人格、经历、选择上，会稳很多。因为那是你积累出来的。,0
把自信完全建立在长相上无非是因为自己的其他方面完全没有任何优势，才会在乎长相。,1
而且自信会让人更加好看,0
长得普通，就自卑？把镜子当命运。,1
因为它真的靠的是实际行动，而非单纯的自我肯定。,2
这段奥林匹克官方国外国内也都第一时间发了，但小谷夺冠那天媒体报道基本集中在奶奶去世。这才是应该置顶热搜的教科书级别思想和表达，QueenEileen可以去做外交发言人了,0
非常赞同体育成果和自己的努力息息相关。如果是竞技体育，那就是成绩说话。如果只是练体育，你的身心状态也会直接向大众传达,0
我鸡和爱凌都是外交官发言水平,0
但是也不能单纯以某个成功者的体悟作为对行业的认知，她说的道理可以适用于很多行业，唯独在竞技体育行业并不那么适配。事实上，竞技体育行业里，天赋带来的鸿沟是后天努力难以弥补的，大家也要理性地看待自己。,2
与其说模棱两可的漂亮话，不如投入百分之两百的努力让自己踏实！,0
她是天生的演说家,0
小谷也回复了，有礼貌的孩子,0
她真的很会说很会表达行动上也做得很好,0
老父亲，你是设了小谷特关吗,2
自信如你，光芒自现。,0
热巴太美了，绝对的女王,0
这太美了吧,0
好喜欢她呀,0
身材很好哦，好羡慕,0
热巴自带光芒,0
自信放光芒,0
被定义的人,2
其实并不好笑，每个人生活环境不同造就了不同的面对突发事件的应急方式。说句不好听的，当年安倍听到枪响还回过头望了望，正是这一回头要了他的老命。像内地公共场所做应急演练预设的方案基本上也是持刀砍人、斗殴、爆炸物威胁，像枪击是很少涉及的。,2
所以我们更该时刻警惕那些想毁掉这一切美好的汉奸。渗透进来的各个阶层的汉奸。每个国人都该时刻警惕,1
真正的帅气和美丽和虚假的有什么区别哇。是心灵美和长相美，还是素颜美和化妆美捏,2
无论是学生时代还是在成人的世界里，伍老师是六边形战士一个人怎么可以又美又有才华呢？太完美了,0
还有easy模式，好温柔的伍老师,0
综合来看只有个人魅力是永恒的权力尤其在婚恋里，哪怕美貌哪怕有钱，也未必得到尊重，更别提爱了，还是得靠个人魅力，主要是精神层面的,2
就像养小狗，如果经常跟比它小的狗玩，就会特别虎，如果经常跟比它大很多的狗玩，就会特别胆小，整蔫巴了！要不就特别警惕，防御心很强！,2
残酷的、现实的、温柔的。,2
把自己整蔫巴了哈哈哈哈哈哈伍老师太可爱了,0
谢谢伍老师，各得其所，美美与共。,0
有伍老师一个微博足矣，胜却人间无数,0
如果一个人只拥有无条件被家长爱，也是挺不错的吧,0
是真的。尤其是照片。,2
是的，大脑会慢慢形成一个判断：原来这个人，真的有点本事。这些看起来很小的东西，会在你状态不好的时候，悄悄托住你。,0
哈哈，我真的手机里有这样一个文件夹，而且我过生日、跨年这种节日会总结过往成就。,0
怪不得那个跳水冠军把奖牌挂在蚊帐上,2
可能大脑也容易忘东西，刻意记住一些好的时刻可以维持自我感觉良好,0
正反馈致良性循环。,0
多看自己漂亮的时刻,0
你啊，是个很厉害的人来着,0
neuroplasdicity.,2
大女主就是大女主有实力有颜值,0
谷爱凌这丫头真棒，俺也佩服！,0
我觉得我大多数时候见人都笑那种，可能也是有点讨好，可能也是希望别人也这样对我，可能还是有种期待。。。我确实也不喜欢臭脸的人。。。看到这种人我感觉我就笑不起来了。。。,2
我经常假笑现在都有亲和力了,0
而且我发现自信的人一般都很乐观，过得也不会太差，越自信越开心，良性循环,0
情绪低的时候，先别急着让自己想开，让身体放松一点，心才有空间。,0
我操这个号越来越变态了不取关看看还能发什么神经,1
物质决定意识，先做起来，意识会随着改变，意识反作用于物质，然后你的物质表现也会越来越好。,0
这个我试过睡觉的时候保持微笑会让人心情愉悦，可是心情愉悦的时候保持微笑很容易，心情不愉悦的时候嘴角上扬都需要很大的力气，一会就累了，也开心不起来。,2
疯狂心理暗示,2
小波老师每天都给我转移注意力的力量,0
那表达力强的人，是不是通常会比较自信,2
我将牢记小小耳的忠言,2
我去年就发现自己表达能力特别菜啊，说着说着自己都不知道要说啥了，所以现在就会记录一下印象深刻的事情,2
好的，明天就开始，今天先睡了,2
之前一直忽略了第一步！明日开始执行！,0
我有时候瘾来了，要自言自语一两小时,2
小鬼王琳凯打破常规，从以往的框架里脱颖而出，如一股劲流，于这场音乐盛宴再一次唱出自己。,0
小鬼王琳凯实力吸粉22岁梅奔举办个唱最年轻华语歌手单平台百万收藏热歌30首千万收藏爆曲2首近40场音乐节压轴音乐舞台总数1000个歌曲手到擒来发布的demo王小鬼王琳凯,0
梅奔举办歌唱最年轻华语歌手举办过五城六场万人巡演获音乐先锋榜最佳创作新人DEADLINE2023巡回演唱会荣获MUSEDesignAwards白金奖的Z世代现象级音乐先锋！,0
好棒的舞台,0
特别喜欢这首歌,0
东方风云榜双冠王歌手amp;EPGoodnight连续三年霸榜毕业季TOP1ReadyNow被选为亚运电竞推广曲从流量到口碑用作品撕碎标签的顶级舞台掌控者,0
王琳凯少年感的神！,0
热单制造机Mood合作曲舞台YouTube播放量破5000万QQ音乐单曲收藏量超600万断层登顶单曲Goodnight播放量破10亿,0
万人迷好啊！！！就要万人迷！！,0
那你说你为什么带他左勾拳你只是用弟弟保持距离吗右勾拳还是只有弟弟这片叶子沾你身了直拳实则我还未出拳就被弟弟打死了，弟：打我老婆是吧我只是被空空的文迷晕了发狠了忘情了别打我了,2
短短三分钟又有一篇神作进了我的脑子,0
啊啊啊啊啊啊啊啊啊尖叫啊啊啊啊啊啊,2
我喜欢吃饭,0
